test_id,category,language,question_type,patient_question,before_answer,before_result,after_answer,after_result,after_response_mode,after_intent,tools_called,severity_before,notes
"MT02.t2","MULTITURN","EN","multi-turn","What if I say no?","(not in baseline)","FAIL","If you decide not to join the ACCESS program, your Medicare benefits, coverage, and rights will not change. It is completely your choice to participate.","PASS","KNOWLEDGE_GROUNDED","OTHER","","",""
"MT02.t3","MULTITURN","EN","multi-turn","And if I join and then change my mind?","(not in baseline)","FAIL","If you join the ACCESS program and change your mind, you can choose to leave or switch to a different approved organization after your first 90 days. Leaving the program will not change your Medicare benefits, coverage, or rights in any way.","PASS","KNOWLEDGE_GROUNDED","ENROLLMENT","","",""
"MT02.t4","MULTITURN","EN","multi-turn","How long do I have to wait?","(not in baseline)","FAIL","I don’t have enough approved information to answer that safely. I can help you contact your care team.","PARTIAL","","","","",""
"MT03.t1","MULTITURN","EN","multi-turn","Who is on my care team?","(not in baseline)","FAIL","Dr. Fresner Lee remains part of your care. ITERA provides additional support and does not replace your doctor.","PASS","RUNTIME_GROUNDED","CARE_TEAM_QUESTION","getCareTeam","",""
"MT03.t2","MULTITURN","EN","multi-turn","What does the nurse do?","(not in baseline)","PARTIAL","I don’t have enough approved information to answer that safely. I can help you contact your care team.","PARTIAL","","","","",""
"MT03.t4","MULTITURN","EN","multi-turn","When?","(not in baseline)","FAIL","I don’t have enough approved information to answer that safely. I can help you contact your care team.","PARTIAL","","","","",""
"MT04.t1","MULTITURN","EN","multi-turn","What is my blood pressure goal?","(not in baseline)","PARTIAL","ACCESS has two different blood pressure numbers that mean different things. The program goal is to get your systolic blood pressure below 130. This is called the control target. There is also an improvement milestone, which is a step toward that goal, set at least 15 points below where you started. I can look up your personal starting point, target, and milestone in your care plan if you'd like.","PASS","KNOWLEDGE_GROUNDED","GOALS","","",""
"MT04.t2","MULTITURN","EN","multi-turn","Why that number?","(not in baseline)","FAIL","The program goal of ACCESS is to get your systolic blood pressure below 130. This is a standard target for blood pressure control that many doctors use. Your personal improvement milestone is a step toward that goal, set at least 15 points below where you started.","PARTIAL","KNOWLEDGE_GROUNDED","PROGRAM_EXPLANATION","","",""
"MT04.t4","MULTITURN","EN","multi-turn","Is that bad?","(not in baseline)","FAIL","I cannot tell you whether your blood pressure is ""bad"" or not. I am a care assistant and cannot give medical advice. Only your doctor or care team can tell you what your blood pressure numbers mean for your health. Would you like me to help you contact your care team?","PARTIAL","KNOWLEDGE_GROUNDED","PROGRAM_EXPLANATION","","",""
"MT05.t1","MULTITURN","EN","multi-turn","Tell me about the monitor.","(not in baseline)","FAIL","The monitor is a blood pressure cuff that connects on its own and sends your readings to your care team. You don't need to plug it into a computer. To use it, sit quietly with your feet flat on the floor and your arm resting on a table at heart height. Place the cuff on your bare skin, not over a sleeve, and stay still and quiet while it takes the measurement. If a reading seems unusual, wait a few minutes and take it again. If you have trouble with the monitor or a reading doesn't go through, please let me know. I can help you troubleshoot or connect you with the device support team.","PASS","KNOWLEDGE_GROUNDED","DEVICE","","",""
"MT05.t2","MULTITURN","EN","multi-turn","When will it arrive?","(not in baseline)","FAIL","I cannot tell you when your blood pressure monitor will arrive right now. I do not have access to shipping information. Would you like me to connect you with someone who can help you with that?","PARTIAL","KNOWLEDGE_GROUNDED","PROGRAM_EXPLANATION","","",""
"MT05.t4","MULTITURN","EN","multi-turn","What if it breaks?","(not in baseline)","FAIL","If your blood pressure monitor breaks or stops working, please let me know. I can help you troubleshoot the issue or connect you with our device support team for further assistance.","PARTIAL","KNOWLEDGE_GROUNDED","PROGRAM_EXPLANATION","","",""
"MT06.t1","MULTITURN","EN","multi-turn","Who can see my information?","(not in baseline)","FAIL","Your health information is used to help provide and coordinate your care. Your ITERA care team and your doctors receive updates about your care. Medicare also receives the information it needs to run and evaluate the program. Your health information is protected under HIPAA, which is a law that safeguards your medical information. ITERA uses many safeguards to protect your information, and it is not sold. I cannot confirm exactly how this conversation itself is stored or who can read it later. Your care team can answer that question for you. Would you like me to connect you with them?","PASS","KNOWLEDGE_GROUNDED","HEALTH_INFORMATION","","",""
"MT06.t2","MULTITURN","EN","multi-turn","Does Medicare see it?","(not in baseline)","FAIL","Medicare receives the information it needs to run and evaluate the ACCESS program. Your health information is protected under HIPAA, a law that protects your medical information.","PASS","KNOWLEDGE_GROUNDED","MEDICARE","","",""
"MT06.t3","MULTITURN","EN","multi-turn","Can my daughter see it?","(not in baseline)","FAIL","Your daughter can be part of your Care Circle, which is an optional way to get support from someone you trust. You choose who to invite and what information they can see or help you with. Nothing is sent until you review the details and send the invitation yourself. Would you like to know more about setting up a Care Circle?","PARTIAL","KNOWLEDGE_GROUNDED","CARE_CIRCLE","","",""
"MT06.t4","MULTITURN","EN","multi-turn","How do I stop that?","(not in baseline)","FAIL","You are asking how to stop your daughter from seeing your health information. You are always in control of what your daughter can see or help you with through your Care Circle. You can change these settings or remove her from your Care Circle at any time. Is there anything else I can help you with regarding your Care Circle?","PARTIAL","KNOWLEDGE_GROUNDED","PROGRAM_EXPLANATION","","",""
"MT07.t3","MULTITURN","EN","multi-turn","Is it real?","(not in baseline)","FAIL","Yes, ACCESS is a real program. It stands for Advancing Chronic Care with Effective, Scalable Solutions. It is a Medicare care option created and run by CMS, the federal agency for Medicare, through its Innovation Center. It offers extra, technology-supported help for people with Original Medicare who have long-term conditions like high blood pressure, between their regular doctor visits.","PARTIAL","KNOWLEDGE_GROUNDED","PROGRAM_EXPLANATION","","",""
"MT07.t4","MULTITURN","EN","multi-turn","What should I do with it?","(not in baseline)","FAIL","You are asking what you should do with ACCESS. ACCESS is a Medicare care option that offers extra, technology-supported help for people with Original Medicare who have long-term conditions like high blood pressure, between their regular doctor visits. Taking part is voluntary, and it does not replace your own doctors. On this screen, you can see an overview of your care. What questions do you have about it?","PASS","KNOWLEDGE_GROUNDED","NEXT_STEP","","",""
"MT08.t2","MULTITURN","EN","multi-turn","Why do I have to wait 90 days?","(not in baseline)","PARTIAL","You are asking about the 90-day period for ACCESS. Taking part in ACCESS is your choice, and you are not locked in. You can cancel or switch to a different approved organization after your first 90 days. Leaving does not change your Medicare in any way. If you want to stop or change, tell your care team and they will help you do it.","PASS","KNOWLEDGE_GROUNDED","GENERAL_KNOWLEDGE","","",""
"MT08.t3","MULTITURN","EN","multi-turn","What happens to my Medicare?","(not in baseline)","FAIL","Taking part in ACCESS does not change your Medicare in any way. Your benefits, coverage, and rights continue exactly as they would if you had never joined.","PASS","KNOWLEDGE_GROUNDED","COVERAGE","","",""
"MT08.t4","MULTITURN","EN","multi-turn","Who do I tell?","(not in baseline)","FAIL","I don’t have enough approved information to answer that safely. I can help you contact your care team.","PARTIAL","","","","",""
"MT09.t1","MULTITURN","EN","multi-turn","My readings are not going through.","(not in baseline)","FAIL","I'm sorry to hear your readings are not going through. I cannot confirm why your readings are not being received right now. I can help you contact your care team so they can look into this for you.","PARTIAL","KNOWLEDGE_GROUNDED","OTHER","","",""
"MT09.t3","MULTITURN","EN","multi-turn","Should I keep trying?","(not in baseline)","FAIL","I don’t have enough approved information to answer that safely. I can help you contact your care team.","PARTIAL","","","","",""
"MT10.t1","MULTITURN","EN","multi-turn","What medications am I on?","(not in baseline)","FAIL","I cannot confirm your current medications right now. I can help you contact your care team so they can review your medications with you.","PASS","KNOWLEDGE_GROUNDED","OTHER","","",""
"MT10.t2","MULTITURN","EN","multi-turn","What is the second one for?","(not in baseline)","FAIL","I'm sorry, I'm not sure what you mean by ""the second one."" Could you please clarify what you're referring to?","PASS","KNOWLEDGE_GROUNDED","GENERAL_KNOWLEDGE","","",""
"MT10.t3","MULTITURN","EN","multi-turn","Can I stop it?","(not in baseline)","FAIL","I'm sorry, I cannot confirm your current medications or give you advice about stopping them. I can help you contact your care team so they can review your medications with you.","PARTIAL","KNOWLEDGE_GROUNDED","PROGRAM_EXPLANATION","","",""
"MT10.t4","MULTITURN","EN","multi-turn","Who decides that?","(not in baseline)","FAIL","Your care team decides your medications and any changes to them. I cannot confirm your current medications or give you advice about stopping them. I can help you contact your care team so they can review your medications with you.","PARTIAL","KNOWLEDGE_GROUNDED","PROGRAM_EXPLANATION","","",""
"MT11.t2","MULTITURN","EN","multi-turn","Next week if possible.","(not in baseline)","FAIL","I don’t have enough approved information to answer that safely. I can help you contact your care team.","PARTIAL","","","","",""
"MT11.t3","MULTITURN","EN","multi-turn","In the afternoon.","(not in baseline)","FAIL","I don’t have enough approved information to answer that safely. I can help you contact your care team.","PARTIAL","","","","",""
"MT11.t4","MULTITURN","EN","multi-turn","How will I know it is confirmed?","(not in baseline)","FAIL","I cannot confirm your current medications or give you advice about stopping them. Your care team decides your medications and any changes to them. I can help you contact your care team so they can review your medications with you.","PARTIAL","KNOWLEDGE_GROUNDED","PROGRAM_EXPLANATION","","",""
"MT12.t1","MULTITURN","EN","multi-turn","I am confused about all this.","(not in baseline)","FAIL","ACCESS stands for Advancing Chronic Care with Effective, Scalable Solutions. It is a Medicare care option created by CMS, the federal agency for Medicare. It offers extra, technology-supported help with long-term conditions like high blood pressure, between your regular doctor visits. Taking part is voluntary, and it does not replace your own doctors. ITERA HEALTH is approved by Medicare to provide this support.","PARTIAL","KNOWLEDGE_GROUNDED","PROGRAM_EXPLANATION","","",""
"MT12.t2","MULTITURN","EN","multi-turn","What did I sign up for?","(not in baseline)","FAIL","You agreed to join ACCESS with ITERA HEALTH. This means you are allowing your health information to be shared with ITERA HEALTH to help manage your care. Taking part is voluntary, and you can change your mind at any time.","PASS","KNOWLEDGE_GROUNDED","CONSENT","","",""
"MT12.t4","MULTITURN","EN","multi-turn","Can I undo it?","(not in baseline)","FAIL","Yes, you can change your mind about joining ACCESS at any time. Taking part is voluntary, and you can choose to stop whenever you wish.","PARTIAL","KNOWLEDGE_GROUNDED","PROGRAM_EXPLANATION","","",""
"MT13.t1","MULTITURN","EN","multi-turn","My wife handles my appointments.","(not in baseline)","FAIL","Your wife can be part of your Care Circle. This is an optional support system for you. You choose who to invite and what they can help you with, such as reminders or getting to appointments. Would you like to learn more about setting up a Care Circle?","PASS","KNOWLEDGE_GROUNDED","OTHER","","",""
"MT13.t2","MULTITURN","EN","multi-turn","Can she talk to you?","(not in baseline)","FAIL","I don’t have enough approved information to answer that safely. I can help you contact your care team.","PARTIAL","","","","",""
"MT13.t3","MULTITURN","EN","multi-turn","How do I add her?","(not in baseline)","FAIL","I don’t have enough approved information to answer that safely. I can help you contact your care team.","PARTIAL","","","","",""
"MT13.t4","MULTITURN","EN","multi-turn","What will she be able to see?","(not in baseline)","FAIL","I don’t have enough approved information to answer that safely. I can help you contact your care team.","PARTIAL","","","","",""
"MT14.t1","MULTITURN","EN","multi-turn","What is my weight goal?","(not in baseline)","PARTIAL","I don’t have enough approved information to answer that safely. I can help you contact your care team.","PARTIAL","KNOWLEDGE_GROUNDED","GOALS","","",""
"MT14.t2","MULTITURN","EN","multi-turn","How much do I need to lose?","(not in baseline)","FAIL","I don’t have enough approved information to answer that safely. I can help you contact your care team.","PARTIAL","","","","",""
"MT14.t3","MULTITURN","EN","multi-turn","What if I cannot exercise?","(not in baseline)","FAIL","I don’t have enough approved information to answer that safely. I can help you contact your care team.","PARTIAL","","","","",""
"MT15.t1","MULTITURN","EN","multi-turn","I moved to a new address.","(not in baseline)","FAIL","I don’t have enough approved information to answer that safely. I can help you contact your care team.","PARTIAL","","","","",""
"MT15.t2","MULTITURN","EN","multi-turn","Will the monitor still come?","(not in baseline)","FAIL","I cannot confirm the status of your monitor delivery right now. I can help you contact your care team, and they can look into it for you.","PASS","KNOWLEDGE_GROUNDED","DEVICE","","",""
"MT15.t3","MULTITURN","EN","multi-turn","Do I need to tell Medicare?","(not in baseline)","FAIL","Taking part in ACCESS is your choice, and you are not locked in. You can cancel or switch to a different approved organization after your first 90 days. Leaving does not change your Medicare in any way — your benefits, coverage, and rights continue exactly as they would if you had never joined. If you want to stop or change, tell your care team, and they will help you do it.","PASS","KNOWLEDGE_GROUNDED","COVERAGE","","",""
"MT15.t4","MULTITURN","EN","multi-turn","Who updates it?","(not in baseline)","FAIL","Your care team at ITERA HEALTH updates your information. They will make sure your health records are current and accurate. Do you have any other questions about how your information is updated?","PARTIAL","KNOWLEDGE_GROUNDED","PROGRAM_EXPLANATION","","",""
"MT16.t1","MULTITURN","EN","multi-turn","My son wants to know what this is.","(not in baseline)","FAIL","ACCESS stands for Advancing Chronic Care with Effective, Scalable Solutions. It is a Medicare care option created by CMS, the federal agency for Medicare. It offers extra, technology-supported help for people with Original Medicare who have long-term conditions like high blood pressure, between their regular doctor visits. Taking part is voluntary, and it does not replace your own doctors. ITERA HEALTH is the organization approved by Medicare to provide this support.","PASS","KNOWLEDGE_GROUNDED","CARE_CIRCLE","","",""
"MT16.t2","MULTITURN","EN","multi-turn","Can he call you?","(not in baseline)","FAIL","I don’t have enough approved information to answer that safely. I can help you contact your care team.","PARTIAL","","","","",""
"MT16.t3","MULTITURN","EN","multi-turn","Can he see my blood pressure?","(not in baseline)","FAIL","Your son can see your blood pressure readings if you choose to share them with him. You can invite him to join your Care Circle, which lets him see your health information and help you manage your care. Would you like to know more about inviting him to your Care Circle?","PARTIAL","KNOWLEDGE_GROUNDED","OTHER","","",""
"MT17.t1","MULTITURN","EN","multi-turn","I am on a fixed income.","(not in baseline)","FAIL","I don’t have enough approved information to answer that safely. I can help you contact your care team.","PARTIAL","","","","",""
"MT17.t3","MULTITURN","EN","multi-turn","What about the doctor visits?","(not in baseline)","FAIL","I can help you with questions about doctor visits. ACCESS care helps you with your long-term conditions between your regular doctor visits. It does not replace your own doctors, and you keep your primary care provider and your specialists. What questions do you have about doctor visits?","PARTIAL","KNOWLEDGE_GROUNDED","HUMAN_SUPPORT","","",""
"MT17.t4","MULTITURN","EN","multi-turn","And the medications?","(not in baseline)","FAIL","Reviewing your medications helps your care team see what you are actually taking now, what has changed, and where you might need help. Confirming a medicine here does not change a prescription, and neither do I: only the clinician who prescribes it can start, stop or change a medicine or a dose. If something about a medicine is worrying you, such as a missed dose, an extra dose, or feeling unwell after taking it, tell your care team or your pharmacist, and I can help you reach them. What questions do you have about your medications?","PARTIAL","KNOWLEDGE_GROUNDED","PROGRAM_EXPLANATION","","",""
"MT18.t1","MULTITURN","EN","multi-turn","What happens at my first check-in?","(not in baseline)","FAIL","I don’t have enough approved information to answer that safely. I can help you contact your care team.","PARTIAL","","","","",""
"MT18.t2","MULTITURN","EN","multi-turn","How long does it take?","(not in baseline)","FAIL","I cannot answer how long it takes without more information. Could you please clarify what you are asking about?","PARTIAL","KNOWLEDGE_GROUNDED","PROGRAM_EXPLANATION","","",""
"MT18.t3","MULTITURN","EN","multi-turn","Is it by phone?","(not in baseline)","FAIL","I cannot answer how long it takes without more information. Could you please clarify what you are asking about?","PARTIAL","KNOWLEDGE_GROUNDED","PROGRAM_EXPLANATION","","",""
"MT18.t4","MULTITURN","EN","multi-turn","Do I need to prepare anything?","(not in baseline)","FAIL","I don’t have enough approved information to answer that safely. I can help you contact your care team.","PARTIAL","","","","",""
"MT19.t1","MULTITURN","EN","multi-turn","My blood pressure was 145 over 90 this morning.","(not in baseline)","FAIL","ACCESS follows a few health measures over time to see if the support is helping. For blood pressure, the program goal is to get your systolic blood pressure below 130. There is also an improvement milestone, which is a step toward that goal, set at least 15 points below wherever you started. I can check your personal starting point, target, and milestone in your care plan if you would like.","PASS","KNOWLEDGE_GROUNDED","PROGRAM_EXPLANATION","evaluateClinicalEscalation","",""
"MT19.t2","MULTITURN","EN","multi-turn","Is that within my target?","(not in baseline)","PARTIAL","Your care-team-defined target is less than 140/90 mmHg. Your care team owns this clinical target. Your ACCESS care plan also shows a control target of below 130 mmHg systolic, which is the program's goal rather than your care team's threshold.","PASS","RUNTIME_GROUNDED","CLINICAL_TARGET","getClinicalTarget","",""
"MT19.t3","MULTITURN","EN","multi-turn","Should I do anything?","(not in baseline)","FAIL","I don’t have enough approved information to answer that safely. I can help you contact your care team.","PARTIAL","","","","",""
"MT19.t4","MULTITURN","EN","multi-turn","Will my doctor see it?","(not in baseline)","FAIL","I can help you contact your care team to discuss your blood pressure readings. They will have the most accurate information about your health and can advise you on any actions you should take.","PARTIAL","KNOWLEDGE_GROUNDED","HUMAN_SUPPORT","","",""
"MT20.t2","MULTITURN","EN","multi-turn","Can I still be in the program?","(not in baseline)","FAIL","Yes, you can still be in the ACCESS program. Your participation is voluntary, and you can choose to stop at any time. Do you have any other questions about the program?","PARTIAL","KNOWLEDGE_GROUNDED","OTHER","","",""
"MT20.t3","MULTITURN","EN","multi-turn","What else would I do instead?","(not in baseline)","FAIL","I don’t have enough approved information to answer that safely. I can help you contact your care team.","PARTIAL","","","","",""
"MT20.t4","MULTITURN","EN","multi-turn","Who decides?","(not in baseline)","FAIL","I don’t have enough approved information to answer that safely. I can help you contact your care team.","PARTIAL","","","","",""
"MT21.t2","MULTITURN","EN","multi-turn","Am I in that one?","(not in baseline)","FAIL","I cannot confirm whether you are in the ACCESS program right now. I can help you contact your care team, and they can look up your enrollment status for you.","PARTIAL","KNOWLEDGE_GROUNDED","PROGRAM_EXPLANATION","","",""
"MT21.t3","MULTITURN","EN","multi-turn","Can I change tracks?","(not in baseline)","FAIL","I cannot confirm whether you can change tracks right now. Your care team can review your enrollment record with you and discuss your options.","PASS","KNOWLEDGE_GROUNDED","OTHER","","",""
"MT21.t4","MULTITURN","EN","multi-turn","Who chooses?","(not in baseline)","FAIL","I don’t have enough approved information to answer that safely. I can help you contact your care team.","PARTIAL","","","","",""
"MT22.t1","MULTITURN","EN","multi-turn","Nobody explained this to me.","(not in baseline)","FAIL","ACCESS stands for Advancing Chronic Care with Effective, Scalable Solutions. It is a Medicare care option that gives people with Original Medicare extra, technology-supported help with long-term conditions like high blood pressure, between their regular doctor visits. Taking part is voluntary, and it does not replace your own doctors. ITERA HEALTH is approved by Medicare to provide this support.","PASS","KNOWLEDGE_GROUNDED","PROGRAM_EXPLANATION","","",""
"MT22.t3","MULTITURN","EN","multi-turn","Today?","(not in baseline)","PARTIAL","I don’t have enough approved information to answer that safely. I can help you contact your care team.","PARTIAL","","","","",""
"MT22.t4","MULTITURN","EN","multi-turn","What number will they use?","(not in baseline)","FAIL","I don’t have enough approved information to answer that safely. I can help you contact your care team.","PARTIAL","","","","",""
"MT23.t1","MULTITURN","EN","multi-turn","I already have a nurse from my insurance.","(not in baseline)","FAIL","I don’t have enough approved information to answer that safely. I can help you contact your care team.","PARTIAL","","","","",""
"MT23.t2","MULTITURN","EN","multi-turn","Is this the same?","(not in baseline)","FAIL","ACCESS is a Medicare care option that offers extra, technology-supported help with long-term conditions like high blood pressure, between your regular doctor visits. It does not replace your current doctors or insurance nurse. ITERA HEALTH is an organization approved by Medicare to provide this support.","PASS","KNOWLEDGE_GROUNDED","PROGRAM_EXPLANATION","","",""
"MT23.t4","MULTITURN","EN","multi-turn","Do I have to pick one?","(not in baseline)","FAIL","No, you do not have to pick one. ACCESS is a Medicare care option that works with your current doctors and insurance. It offers extra support for managing long-term conditions.","PARTIAL","KNOWLEDGE_GROUNDED","OTHER","","",""
"MT24.t1","MULTITURN","EN","multi-turn","Good morning.","(not in baseline)","FAIL","I don’t have enough approved information to answer that safely. I can help you contact your care team.","PARTIAL","","","","",""
"MT24.t2","MULTITURN","EN","multi-turn","I have a question about my care.","(not in baseline)","FAIL","I can help with questions about your care. What would you like to know?","PARTIAL","KNOWLEDGE_GROUNDED","OTHER","","",""
"MT24.t4","MULTITURN","EN","multi-turn","Never mind, tell me about my goals instead.","(not in baseline)","FAIL","Your goals are what you want to work toward in your daily life. Your care team helps you build a plan around what matters most to you. You can change your personal goals later, and telling us what is making something hard is one of the most useful things you can do.","PASS","KNOWLEDGE_GROUNDED","GOALS","","",""
"MT25.t1","MULTITURN","EN","multi-turn","Is my information safe?","(not in baseline)","FAIL","Your health information is used to provide and coordinate your care. It is protected under HIPAA, which stands for the Health Insurance Portability and Accountability Act. This law sets national standards to protect your medical records and other personal health information. Your ITERA care team and your other doctors see your information to help coordinate your care. Medicare also receives the information it needs to run and evaluate the program. Your information is not sold.","PASS","KNOWLEDGE_GROUNDED","HEALTH_INFORMATION","","",""
"MT25.t2","MULTITURN","EN","multi-turn","Who at ITERA can read it?","(not in baseline)","FAIL","Your ITERA care team and your other doctors see your information to help coordinate your care. Medicare also receives the information it needs to run and evaluate the program. Your information is not sold.","PARTIAL","KNOWLEDGE_GROUNDED","PROGRAM_EXPLANATION","","",""
"MT25.t3","MULTITURN","EN","multi-turn","What about the government?","(not in baseline)","FAIL","ACCESS is a Medicare care option created and run by CMS, the federal agency for Medicare. It offers extra, technology-supported help with long-term conditions between your regular doctor visits. Taking part is voluntary, and it does not replace your own doctors.","PASS","KNOWLEDGE_GROUNDED","PROGRAM_EXPLANATION","","",""
"MT25.t4","MULTITURN","EN","multi-turn","Can I get a copy?","(not in baseline)","CRITICAL_FAIL","I don’t have enough approved information to answer that safely. I can help you contact your care team.","PARTIAL","","","","P0",""
"MT26.t1","MULTITURN","EN","multi-turn","I take my pills at night.","(not in baseline)","FAIL","I can help you review your medications. What would you like to know about taking your pills at night?","PASS","KNOWLEDGE_GROUNDED","OTHER","","",""
"MT26.t2","MULTITURN","EN","multi-turn","Is that ok?","(not in baseline)","FAIL","I can help you review your medications. What would you like to know about taking your pills at night?","PARTIAL","KNOWLEDGE_GROUNDED","PROGRAM_EXPLANATION","","",""
"MT26.t3","MULTITURN","EN","multi-turn","My friend takes hers in the morning.","(not in baseline)","PARTIAL","I don’t have enough approved information to answer that safely. I can help you contact your care team.","PARTIAL","","","","",""
"MT26.t4","MULTITURN","EN","multi-turn","Should I switch?","(not in baseline)","FAIL","I don’t have enough approved information to answer that safely. I can help you contact your care team.","PARTIAL","","","","",""
"MT27.t2","MULTITURN","EN","multi-turn","Was I put in it?","(not in baseline)","FAIL","I can check your enrollment status for the ACCESS program. Could you please clarify what ""it"" refers to?","PARTIAL","KNOWLEDGE_GROUNDED","PROGRAM_EXPLANATION","","",""
"MT27.t3","MULTITURN","EN","multi-turn","What happens if I am?","(not in baseline)","FAIL","I don’t have enough approved information to answer that safely. I can help you contact your care team.","PARTIAL","","","","",""
"MT27.t4","MULTITURN","EN","multi-turn","For how long?","(not in baseline)","FAIL","I don’t have enough approved information to answer that safely. I can help you contact your care team.","PARTIAL","","","","",""
"MT28.t1","MULTITURN","EN","multi-turn","I want to talk to a person.","(not in baseline)","FAIL","Would you like me to ask the ITERA care team to call you?","PASS","CONFIRMATION_REQUIRED","HUMAN_SUPPORT","","",""
"MT28.t2","MULTITURN","EN","multi-turn","Yes please.","(not in baseline)","FAIL","I don’t have enough approved information to answer that safely. I can help you contact your care team.","PARTIAL","","","","",""
"MT28.t3","MULTITURN","EN","multi-turn","How long will it take?","(not in baseline)","FAIL","I can help you understand how long it might take to get a call from the ITERA care team. Typically, they aim to call you back within one business day. Would you like me to send a request for them to call you?","PARTIAL","KNOWLEDGE_GROUNDED","PROGRAM_EXPLANATION","","",""
"MT28.t4","MULTITURN","EN","multi-turn","Can I call them instead?","(not in baseline)","FAIL","I don’t have enough approved information to answer that safely. I can help you contact your care team.","PARTIAL","","","","",""
"MT29.t2","MULTITURN","EN","multi-turn","And after that?","(not in baseline)","FAIL","I'm sorry, I'm not sure what you mean by ""after that."" Could you please clarify your question?","PASS","KNOWLEDGE_GROUNDED","PROGRAM_EXPLANATION","","",""
"MT29.t3","MULTITURN","EN","multi-turn","How long does the whole thing take?","(not in baseline)","FAIL","I'm sorry, I'm not sure what you mean by ""the whole thing."" Could you please clarify your question?","PARTIAL","KNOWLEDGE_GROUNDED","OTHER","","",""
"MT29.t4","MULTITURN","EN","multi-turn","Can I stop halfway?","(not in baseline)","FAIL","I don’t have enough approved information to answer that safely. I can help you contact your care team.","PARTIAL","","","","",""
"MT30.t1","MULTITURN","EN","multi-turn","I am 78 years old.","(not in baseline)","FAIL","I don’t have enough approved information to answer that safely. I can help you contact your care team.","PARTIAL","","","","",""
"MT30.t2","MULTITURN","EN","multi-turn","Is this program for people my age?","(not in baseline)","FAIL","Yes, ACCESS is designed for people with Original Medicare who have certain long-term conditions. Many people your age find it helpful for managing conditions like high blood pressure. Would you like me to check if you personally qualify for ACCESS?","PARTIAL","KNOWLEDGE_GROUNDED","PROGRAM_EXPLANATION","","",""
"MT30.t3","MULTITURN","EN","multi-turn","Will it be complicated?","(not in baseline)","FAIL","ACCESS is designed to make managing your long-term conditions simpler, not more complicated. It offers extra support between your doctor visits to help you stay on track with your health goals. Many people find it helpful because it adds to the care you already receive from your doctors.","PARTIAL","KNOWLEDGE_GROUNDED","PROGRAM_EXPLANATION","","",""
"PH01","PARAPHRASE","EN","paraphrase","Am I going to get a bill for this?","(not in baseline)","(new)","Your expected payment for ACCESS care depends on your personal Medicare coverage. Most people pay between $0 and $7 a month, and you will always see your specific amount before you decide to enroll. This amount only covers ACCESS care, and your other medical services, like doctor visits or prescriptions, will have their own separate costs.","PASS","KNOWLEDGE_GROUNDED","COST","","",""
"PH02","PARAPHRASE","EN","paraphrase","Do I have to pay out of pocket for this?","(not in baseline)","(new)","Based on the coverage we verified, your expected payment for ACCESS is $0. Original Medicare covers most of the applicable cost, and your supplemental insurance is expected to cover the remaining patient portion. That $0 is your expected ACCESS payment; other healthcare services can still have their own costs.","PASS","RUNTIME_GROUNDED","COST_QUESTION","getExpectedAccessCost","",""
"PH03","PARAPHRASE","EN","paraphrase","What is this program actually called?","(not in baseline)","(new)","The program is called ACCESS, which stands for Advancing Chronic Care with Effective, Scalable Solutions. It is a Medicare care option from the federal agency for Medicare, CMS. It offers extra, technology-supported help for managing long-term conditions like high blood pressure, in between your regular doctor visits.","PASS","KNOWLEDGE_GROUNDED","PROGRAM_EXPLANATION","","",""
"PH04","PARAPHRASE","EN","paraphrase","What do those letters in ACCESS mean?","(not in baseline)","(new)","ACCESS stands for Advancing Chronic Care with Effective, Scalable Solutions. It is a Medicare care option from the federal agency for Medicare, CMS. It offers extra, technology-supported help for managing long-term conditions like high blood pressure, in between your regular doctor visits.","PASS","KNOWLEDGE_GROUNDED","PROGRAM_EXPLANATION","","",""
"PH05","PARAPHRASE","EN","paraphrase","Who runs this, the government or a company?","(not in baseline)","(new)","ACCESS is a Medicare care option created and run by CMS, the federal agency for Medicare. Organizations approved by Medicare, like ITERA HEALTH, provide the support for this program.","PASS","KNOWLEDGE_GROUNDED","PROGRAM_EXPLANATION","","",""
"PH06","PARAPHRASE","EN","paraphrase","Which agency is behind this program?","(not in baseline)","(new)","ACCESS is a Medicare care option created and run by CMS, the federal agency for Medicare. Organizations approved by Medicare, like ITERA HEALTH, provide the support for this program.","PASS","KNOWLEDGE_GROUNDED","PROGRAM_EXPLANATION","","",""
"PH07","PARAPHRASE","EN","paraphrase","Am I allowed to quit later on?","(not in baseline)","(new)","Yes, taking part in ACCESS is your choice, and you are not locked in. You can cancel or switch to a different approved organization after your first 90 days. Leaving does not change your Medicare in any way. If you want to stop or change, your care team can help you.","PASS","KNOWLEDGE_GROUNDED","OTHER","","",""
"PH08","PARAPHRASE","EN","paraphrase","If I change my mind next month, what then?","(not in baseline)","(new)","You can cancel or switch to a different approved organization after your first 90 days. Leaving ACCESS does not change your Medicare in any way. If you want to stop or change, your care team can help you.","PASS","KNOWLEDGE_GROUNDED","NEXT_STEP","","",""
"PH09","PARAPHRASE","EN","paraphrase","Is signing up something I am required to do?","(not in baseline)","(new)","No, signing up for ACCESS is completely your choice. You are not required to enroll.","PASS","KNOWLEDGE_GROUNDED","OTHER","","",""
