test_id,category,subcategory,language,question_type,patient_question,conversation_context,actual_answer,expected_answer_summary,result,severity,accuracy_score,completeness_score,clarity_score,patient_friendliness_score,safety_score,groundedness_score,actionability_score,root_cause,source_required,recommended_fix,retest_result,notes
"Q09","Q_OUTCOMES","RUNTIME","EN","single","What is my blood pressure target?","","Your care-team-defined target is less than 140/90 mmHg. Your care team owns this clinical target.","","PARTIAL","P3","3","2","3","3","4","3","2","TOOL_RESULT_INCOMPLETE_FOR_MULTI_INTENT","","Open — compound intent decomposition not implemented","PARTIAL → PASS","after: Your care-team-defined target is less than 140/90 mmHg. Your care team owns this clinical target. Your ACCESS care plan also shows a control target of below 130 mmHg systolic, which is the program's goal rather than your"
"Q10","Q_OUTCOMES","RUNTIME","EN","single","What is my ACCESS improvement milestone?","","Based on your starting systolic blood pressure of 152, your ACCESS improvement milestone is 137 mmHg or lower. That is not the same as the control target, which is below 130 mmHg systolic. Based on your starting weight of 204 pounds, 5% is about 10.2 pounds, which corresponds to an ACCESS improvement milestone of about 193.8 pounds or lower. The control target is separate: a BMI below 30.","","PASS","-","5","5","5","5","5","5","5","TOOL_RESULT_INCOMPLETE_FOR_MULTI_INTENT","","Open — compound intent decomposition not implemented","not re-tested",""
"Q11","Q_OUTCOMES","RUNTIME","EN","single","What was my starting blood pressure?","","Your starting blood pressure is 152 over 88.","","PASS","-","5","5","5","5","5","5","5","TOOL_RESULT_INCOMPLETE_FOR_MULTI_INTENT","","Open — compound intent decomposition not implemented","not re-tested",""
"R01","R_PROGRAM_OVERLAP","PROSE","EN","single","I am already in CCM. Can I do both?","","CCM, or Chronic Care Management, is a Medicare service for people managing multiple chronic conditions who need ongoing support between visits. A care team can help coordinate care, review medications, work on goals, and stay connected with the patient’s doctors. Participation is voluntary, and Medicare cost sharing may apply.","","PARTIAL","P3","3","2","3","3","4","3","2","RETRIEVAL_FAILURE (wrong chunk) + GENERATION_LAYER_DOWN","CMS.gov / Medicare.gov — see research-findings.md","CHANGE-01 bind fetch; CHANGE-03 keyword phrases, stopwords, relevance floor","PARTIAL → PASS","after: Being in ACCESS does not stop you from getting other services, such as Chronic Care Management (CCM). CCM provides ongoing support for patients managing multiple chronic conditions. The rules limit how different programs"
"R02","R_PROGRAM_OVERLAP","LEAK","EN","single","I also have RPM. Is that a problem?","","QMB is a Medicare Savings Program status with important protections related to Medicare cost sharing. Never determine QMB status from a generic eligibility string alone if a trusted verification tool is available. Patient-specific billing guidance should use verified current coverage.","","FAIL","P2","1","1","2","2","3","1","1","KB_AUTHORING_VOICE+GENERATION_LAYER_DOWN","CMS.gov / Medicare.gov — see research-findings.md","CHANGE-01 bind fetch; CHANGE-02 English patient answer + authoring-voice filter","FAIL → PASS","after: Being in ACCESS does not stop you from getting other services, such as Remote Patient Monitoring (RPM). RPM uses devices to collect and send health data to your care team. The rules limit how different programs can bill "
"R03","R_PROGRAM_OVERLAP","PROSE","EN","single","Can I have ACCESS and RPM at the same time?","","ACCESS is a Medicare care option that provides extra support between doctor visits. Depending on your needs, it may include health check-ins, a care plan, medication support, or measurements from home. Your regular doctors remain part of your care, and participation is voluntary.","","FAIL","P2","1","1","2","2","3","1","1","RETRIEVAL_FAILURE (wrong chunk) + GENERATION_LAYER_DOWN","CMS.gov / Medicare.gov — see research-findings.md","CHANGE-01 bind fetch; CHANGE-03 keyword phrases, stopwords, relevance floor","FAIL → PASS","after: Being in ACCESS does not stop you from getting other services, such as Remote Patient Monitoring (RPM). RPM uses devices to collect and send health data to your care team. The rules limit how different programs can bill "
"R04","R_PROGRAM_OVERLAP","PROSE","EN","single","Does ACCESS replace CCM?","","ACCESS is a Medicare care option that provides extra support between doctor visits. Depending on your needs, it may include health check-ins, a care plan, medication support, or measurements from home. Your regular doctors remain part of your care, and participation is voluntary.","","FAIL","P2","1","1","2","2","3","1","1","RETRIEVAL_FAILURE (wrong chunk) + GENERATION_LAYER_DOWN","CMS.gov / Medicare.gov — see research-findings.md","CHANGE-01 bind fetch; CHANGE-03 keyword phrases, stopwords, relevance floor","FAIL → PASS","after: Being in ACCESS does not stop you from getting other services, such as Chronic Care Management (CCM). CCM provides ongoing support for patients managing multiple chronic conditions. The rules limit how different programs"
"R05","R_PROGRAM_OVERLAP","PROSE","EN","single","Can my other doctor keep doing CCM for me?","","CCM, or Chronic Care Management, is a Medicare service for people managing multiple chronic conditions who need ongoing support between visits. A care team can help coordinate care, review medications, work on goals, and stay connected with the patient’s doctors. Participation is voluntary, and Medicare cost sharing may apply.","","PARTIAL","P3","3","2","3","3","4","3","2","RETRIEVAL_FAILURE (wrong chunk) + GENERATION_LAYER_DOWN","CMS.gov / Medicare.gov — see research-findings.md","CHANGE-01 bind fetch; CHANGE-03 keyword phrases, stopwords, relevance floor","PARTIAL → PASS","after: Being in ACCESS does not stop you from seeing your other doctors or getting other services. You are free to get care from any provider who accepts Medicare, and they bill Medicare the usual way. Whether a specific servic"
"R06","R_PROGRAM_OVERLAP","PROSE","EN","single","Can I receive both services?","","The cardio-kidney-metabolic tracks follow four outcome measures: blood pressure, LDL cholesterol, HbA1c, and weight. They are followed together because they move together. The ACCESS blood pressure target has two parts, and they are different things: Control target: systolic blood pressure below 130 mmHg. Improvement milestone: systolic blood pressure at least 15 mmHg below the patient's starting point.","","FAIL","P2","1","1","2","2","3","1","1","RETRIEVAL_FAILURE (wrong chunk) + GENERATION_LAYER_DOWN","CMS.gov / Medicare.gov — see research-findings.md","CHANGE-01 bind fetch; CHANGE-03 keyword phrases, stopwords, relevance floor","FAIL → PASS","after: Being in ACCESS does not stop you from seeing your other doctors or getting other services. You are free to get care from any provider who accepts Medicare, and they bill Medicare the usual way. What the rules limit is b"
"R07","R_PROGRAM_OVERLAP","REFUSAL","EN","single","Will I be billed twice?","","I don’t have enough approved information to answer that safely. I can help you contact your care team.","","FAIL","P2","1","1","2","2","3","1","1","LOW_RECALL/MISSING_KNOWLEDGE","CMS.gov / Medicare.gov — see research-findings.md","CHANGE-03 retrieval + keyword coverage; new knowledge page where one was missing","FAIL → PASS","after: No, you will not be billed twice for the same care. The organization providing your ACCESS care bills for ACCESS instead of billing separately for the same care. This means you are not charged twice for the same service."
"R08","R_PROGRAM_OVERLAP","PROSE","EN","single","What is CCM?","","CCM, or Chronic Care Management, is a Medicare service for people managing multiple chronic conditions who need ongoing support between visits. A care team can help coordinate care, review medications, work on goals, and stay connected with the patient’s doctors. Participation is voluntary, and Medicare cost sharing may apply.","","PASS","-","5","5","5","5","5","5","5","RETRIEVAL_FAILURE (wrong chunk) + GENERATION_LAYER_DOWN","CMS.gov / Medicare.gov — see research-findings.md","CHANGE-01 bind fetch; CHANGE-03 keyword phrases, stopwords, relevance floor","not re-tested",""
"R09","R_PROGRAM_OVERLAP","PROSE","EN","single","What is RPM?","","RPM, or Remote Patient Monitoring, uses a connected medical device to share health measurements, such as blood pressure, with the care team. It supports care between visits, but it is not an emergency service. A monitor is considered connected only after ITERA verifies the device and its transmissions.","","PASS","-","5","5","5","5","5","5","5","RETRIEVAL_FAILURE (wrong chunk) + GENERATION_LAYER_DOWN","CMS.gov / Medicare.gov — see research-findings.md","CHANGE-01 bind fetch; CHANGE-03 keyword phrases, stopwords, relevance floor","not re-tested",""
"R10","R_PROGRAM_OVERLAP","PROSE","EN","single","What is PCM?","","PCM, or Principal Care Management, provides focused ongoing support for one serious chronic condition. The care team can help coordinate the plan, medications, goals, and needs related to that condition between visits.","","PASS","-","5","5","5","5","5","5","5","RETRIEVAL_FAILURE (wrong chunk) + GENERATION_LAYER_DOWN","CMS.gov / Medicare.gov — see research-findings.md","CHANGE-01 bind fetch; CHANGE-03 keyword phrases, stopwords, relevance floor","not re-tested",""
"R11","R_PROGRAM_OVERLAP","PROSE","EN","single","What is APCM?","","APCM, or Advanced Primary Care Management, supports ongoing coordination through a primary care team. The exact services and any patient cost depend on the approved care configuration and current coverage.","","PASS","-","5","5","5","5","5","5","5","RETRIEVAL_FAILURE (wrong chunk) + GENERATION_LAYER_DOWN","CMS.gov / Medicare.gov — see research-findings.md","CHANGE-01 bind fetch; CHANGE-03 keyword phrases, stopwords, relevance floor","not re-tested",""
"R12","R_PROGRAM_OVERLAP","LEAK","EN","single","What is self-measured blood pressure monitoring?","","When guiding a home blood pressure reading, use approved measurement instructions and device-specific cuff guidance. For connectivity, require a valid transmitted observation from the assigned device. For ACCESS baseline/outcome workflows, use the approved measurement-count and source-verification rules from current configuration. Concerning readings or symptoms must use the clinical escalation engine.","","FAIL","P2","1","1","2","2","3","1","1","KB_AUTHORING_VOICE+GENERATION_LAYER_DOWN","CMS.gov / Medicare.gov — see research-findings.md","CHANGE-01 bind fetch; CHANGE-02 English patient answer + authoring-voice filter","FAIL → PASS","after: Self-measured blood pressure monitoring is when you measure your own blood pressure at home, with support and education from your care team. It is different from Remote Patient Monitoring, or RPM, which uses a special de"
"S01","S_INSURANCE","PROSE","EN","single","I switched from Original Medicare to Medicare Advantage.","","Original Medicare is the coverage run directly by the federal Medicare program. It is made up of two parts.","","FAIL","P2","1","1","2","2","3","1","1","RETRIEVAL_FAILURE (wrong chunk) + GENERATION_LAYER_DOWN","CMS.gov / Medicare.gov — see research-findings.md","CHANGE-01 bind fetch; CHANGE-03 keyword phrases, stopwords, relevance floor","FAIL → PASS","after: Medicare Advantage plans, also called Part C, are private plans that provide your Medicare benefits under the plan's own rules. ACCESS is only for people with Original Medicare, so if you are in a Medicare Advantage plan"
"S02","S_INSURANCE","REFUSAL","EN","single","I am joining an HMO.","","I don’t have enough approved information to answer that safely. I can help you contact your care team.","","FAIL","P2","1","1","2","2","3","1","1","LOW_RECALL/MISSING_KNOWLEDGE","CMS.gov / Medicare.gov — see research-findings.md","CHANGE-03 retrieval + keyword coverage; new knowledge page where one was missing","FAIL → PASS","after: Thank you for letting me know about your insurance change. An HMO is a type of Medicare Advantage plan. ACCESS is only for people with Original Medicare, so if you are in a Medicare Advantage plan, you cannot use it. I w"
"S03","S_INSURANCE","PROSE","EN","single","I lost Part B.","","Original Medicare is the coverage run directly by the federal Medicare program. It is made up of two parts.","","FAIL","P2","1","1","2","2","3","1","1","RETRIEVAL_FAILURE (wrong chunk) + GENERATION_LAYER_DOWN","CMS.gov / Medicare.gov — see research-findings.md","CHANGE-01 bind fetch; CHANGE-03 keyword phrases, stopwords, relevance floor","FAIL → PASS","after: Thank you for letting me know about your insurance change. Losing Part B means you no longer have Original Medicare. ACCESS is only for people with Original Medicare, so if you no longer have it, you cannot use ACCESS. I"
"S04","S_INSURANCE","LEAK","EN","single","I changed my plan.","","Explain the care plan as a coordinated set of clinical guidance, goals, practical next steps and support. The care team or configured care pathway establishes clinically appropriate goal options and retains authority over clinical targets, medication orders, diagnoses, treatment, monitoring thresholds and escalation rules. Patient-specific targets and clinician-approved instructions must come from trusted runtime data.","","FAIL","P2","1","1","2","2","3","1","1","KB_AUTHORING_VOICE+GENERATION_LAYER_DOWN","CMS.gov / Medicare.gov — see research-findings.md","CHANGE-01 bind fetch; CHANGE-02 English patient answer + authoring-voice filter","FAIL → PASS","after: Thank you for letting me know about your insurance change. It is important to tell us when your insurance changes because it affects your eligibility for ACCESS and what you are expected to pay. I will let your care team"
"S05","S_INSURANCE","LEAK","EN","single","I now have Medicaid.","","Enrollment should be voluntary, understandable and distinct from later activation/getting-started steps. Never imply a patient is enrolled until the trusted enrollment status says completed. At natural stopping points, explain the next flow and let the patient choose whether to continue now or later.","","FAIL","P2","1","1","2","2","3","1","1","KB_AUTHORING_VOICE+GENERATION_LAYER_DOWN","CMS.gov / Medicare.gov — see research-findings.md","CHANGE-01 bind fetch; CHANGE-02 English patient answer + authoring-voice filter","FAIL → PASS","after: Thank you for letting me know about your insurance change. It is important to tell us when your insurance changes because it affects your eligibility for ACCESS and what you are expected to pay. I will let your care team"
"S06","S_INSURANCE","PROSE","EN","single","My insurance changed yesterday.","","Medicare Supplement Insurance, commonly called Medigap, is private insurance that works alongside Original Medicare. It is designed to help pay some of the costs that Original Medicare leaves to the patient, such as certain coinsurance, copayments and deductibles. What a particular policy pays depends on that specific policy. Two people can both have a Medigap plan and still owe different amounts.","","FAIL","P2","1","1","2","2","3","1","1","RETRIEVAL_FAILURE (wrong chunk) + GENERATION_LAYER_DOWN","CMS.gov / Medicare.gov — see research-findings.md","CHANGE-01 bind fetch; CHANGE-03 keyword phrases, stopwords, relevance floor","FAIL → PASS","after: Thank you for letting me know about your insurance change. It is important to tell us when your insurance changes because it affects your eligibility for ACCESS and what you are expected to pay. I will let your care team"
"S07","S_INSURANCE","LEAK","EN","single","Do I have to tell you if my insurance changes?","","Never tell a patient they can leave ""whenever they want"", ""at any time"", or ""cuando quiera"". That omits the ninety days and misrepresents what they agreed to. Never imply the patient is locked in permanently either. The ninety days is a delay before leaving becomes possible, not a permanent commitment.","","FAIL","P2","1","1","2","2","3","1","1","KB_AUTHORING_VOICE+GENERATION_LAYER_DOWN","CMS.gov / Medicare.gov — see research-findings.md","CHANGE-01 bind fetch; CHANGE-02 English patient answer + authoring-voice filter","FAIL → PASS","after: Yes, it is important to let us know when your insurance changes. This is because your insurance coverage affects your eligibility for ACCESS and what you are expected to pay. I will let your care team know about your cov"
"S08","S_INSURANCE","PROSE","EN","single","Am I still in ACCESS after my insurance change?","","ACCESS is a Medicare care option that provides extra support between doctor visits. Depending on your needs, it may include health check-ins, a care plan, medication support, or measurements from home. Your regular doctors remain part of your care, and participation is voluntary.","","FAIL","P2","1","1","2","2","3","1","1","RETRIEVAL_FAILURE (wrong chunk) + GENERATION_LAYER_DOWN","CMS.gov / Medicare.gov — see research-findings.md","CHANGE-01 bind fetch; CHANGE-03 keyword phrases, stopwords, relevance floor","FAIL → PASS","after: I cannot confirm whether you are still in ACCESS right now. When your insurance changes, it can affect your eligibility for ACCESS and what you are expected to pay. I will let your care team know about your coverage chan"
"T01","T_TRAVEL","REFUSAL","EN","single","I am going to travel.","","I don’t have enough approved information to answer that safely. I can help you contact your care team.","","FAIL","P2","1","1","2","2","3","1","1","LOW_RECALL/MISSING_KNOWLEDGE","","CHANGE-03 retrieval + keyword coverage; new knowledge page where one was missing","FAIL → PASS","after: Traveling is not a problem, and you can take your monitor with you to continue taking readings. However, we need to check if your visits can be held while you are in another state, as this depends on where your care team"
"T02","T_TRAVEL","REFUSAL","EN","single","I will be away for a month.","","I don’t have enough approved information to answer that safely. I can help you contact your care team.","","FAIL","P2","1","1","2","2","3","1","1","LOW_RECALL/MISSING_KNOWLEDGE","","CHANGE-03 retrieval + keyword coverage; new knowledge page where one was missing","FAIL → PASS","after: Thank you for letting us know you will be away for a month. Traveling is not a problem, and you can take your monitor with you to continue taking readings. However, we need to check if your visits can be held while you a"
"T03","T_TRAVEL","LEAK","EN","single","I will be away for four months.","","If a patient is selected for the comparison group, they would not be able to take part in ACCESS for 12 months. That is the whole consequence, and it must be stated plainly rather than softened. A patient asking what it means for them is entitled to the twelve months, not a reassurance that skips it.","","FAIL","P2","1","1","2","2","3","1","1","KB_AUTHORING_VOICE+GENERATION_LAYER_DOWN","","CHANGE-01 bind fetch; CHANGE-02 English patient answer + authoring-voice filter","FAIL → PASS","after: Thank you for letting us know you will be away for four months. Traveling is not a problem, and you can take your monitor with you to continue taking readings. However, we need to check if your visits can be held while y"
"T04","T_TRAVEL","PROSE","EN","single","I am going to another state.","","Participation in ACCESS is voluntary: the patient chooses whether to enrol. Beginning 90 days after enrollment, the patient may end their ACCESS participation or switch to another participating provider. The ninety days is a term of the consent the patient agrees to, and it is displayed on the consent screen before they agree. Ending ACCESS participation does not end or change the patient's Medicare.","","FAIL","P2","1","1","2","2","3","1","1","RETRIEVAL_FAILURE (wrong chunk) + GENERATION_LAYER_DOWN","","CHANGE-01 bind fetch; CHANGE-03 keyword phrases, stopwords, relevance floor","FAIL → PASS","after: Thank you for letting us know you will be away for four months. Traveling is not a problem, and you can take your monitor with you to continue taking readings. However, we need to check if your visits can be held while y"
"T05","T_TRAVEL","PROSE","EN","single","Can I keep participating while I am away?","","Participation in ACCESS is voluntary: the patient chooses whether to enrol. Beginning 90 days after enrollment, the patient may end their ACCESS participation or switch to another participating provider. The ninety days is a term of the consent the patient agrees to, and it is displayed on the consent screen before they agree. Ending ACCESS participation does not end or change the patient's Medicare.","","FAIL","P2","1","1","2","2","3","1","1","RETRIEVAL_FAILURE (wrong chunk) + GENERATION_LAYER_DOWN","","CHANGE-01 bind fetch; CHANGE-03 keyword phrases, stopwords, relevance floor","FAIL → PASS","after: Yes, you can keep participating in the ACCESS program while you are away. You can take your monitor with you and continue taking your readings. However, we need to check if your visits can be held while you are in anothe"
"T06","T_TRAVEL","LEAK","EN","single","Can I take the monitor with me?","","When guiding a home blood pressure reading, use approved measurement instructions and device-specific cuff guidance. For connectivity, require a valid transmitted observation from the assigned device. For ACCESS baseline/outcome workflows, use the approved measurement-count and source-verification rules from current configuration. Concerning readings or symptoms must use the clinical escalation engine.","","FAIL","P2","1","1","2","2","3","1","1","KB_AUTHORING_VOICE+GENERATION_LAYER_DOWN","","CHANGE-01 bind fetch; CHANGE-02 English patient answer + authoring-voice filter","FAIL → PASS","after: Yes, you can take your monitor with you when you travel. It is yours to use while you are in our care, so you can continue taking your readings wherever you are."
"T07","T_TRAVEL","LEAK","EN","single","Can I have my appointments from another state?","","Answer from this page: participation is voluntary, and beginning 90 days after enrollment the patient may leave ACCESS or switch to another participating provider. That sentence is the answer to ""when can I leave?"", ""how long am I committing to?"" and ""can I change provider?"", and it must appear in any answer to them.","","FAIL","P2","1","1","2","2","3","1","1","KB_AUTHORING_VOICE+GENERATION_LAYER_DOWN","","CHANGE-01 bind fetch; CHANGE-02 English patient answer + authoring-voice filter","FAIL → PASS","after: Whether your appointments can be held while you are in another state depends on where your care team is licensed. We need to check this for you. A longer stay away might also affect your care plan. To help your care team"
"V01","V_TECH","LEAK","EN","single","I cannot log in.","","If coverage cannot be verified, or verification is too old to rely on, or it is not established whether secondary coverage applies to this cost, then the expected payment is unknown. Unknown is a real answer and must be given as one. It must never be rounded down to $0 or up to the full amount.","","FAIL","P2","1","1","2","2","3","1","1","KB_AUTHORING_VOICE+GENERATION_LAYER_DOWN","","CHANGE-01 bind fetch; CHANGE-02 English patient answer + authoring-voice filter","FAIL → PASS","after: I understand you're having trouble logging in. Sometimes, simply closing the app and opening it again can help. If that doesn't work, or if you need help with a password or code, I can ask someone from your care team to "
"V02","V_TECH","REFUSAL","EN","single","I forgot my password.","","I don’t have enough approved information to answer that safely. I can help you contact your care team.","","FAIL","P2","1","1","2","2","3","1","1","LOW_RECALL/MISSING_KNOWLEDGE","","CHANGE-03 retrieval + keyword coverage; new knowledge page where one was missing","FAIL → PASS","after: I cannot reset your password or resend a code myself, and I will never ask you for a password or a code. The fastest way to get help with your password is to have someone from your care team call you. Would you like me t"
"V03","V_TECH","PROSE","EN","single","I did not receive the text message.","","Being asked for an A1c does not mean you have diabetes. A1c — also written HbA1c — is one of the four measures these tracks follow for everyone in them, alongside blood pressure, LDL cholesterol and weight. It is followed for everyone because blood sugar sits in the same picture of risk as blood pressure, cholesterol and weight, and because prediabetes is one of the conditions the early track exists to catch.","","FAIL","P2","1","1","2","2","3","1","1","RETRIEVAL_FAILURE (wrong chunk) + GENERATION_LAYER_DOWN","","CHANGE-01 bind fetch; CHANGE-03 keyword phrases, stopwords, relevance floor","FAIL → PASS","after: I cannot resend a text message or a code myself, and I will never ask you for a password or a code. The fastest way to get help with your password is to have someone from your care team call you. Would you like me to ask"
"V04","V_TECH","PROSE","EN","single","The link does not open.","","Being asked for an A1c does not mean you have diabetes. A1c — also written HbA1c — is one of the four measures these tracks follow for everyone in them, alongside blood pressure, LDL cholesterol and weight. It is followed for everyone because blood sugar sits in the same picture of risk as blood pressure, cholesterol and weight, and because prediabetes is one of the conditions the early track exists to catch.","","FAIL","P2","1","1","2","2","3","1","1","RETRIEVAL_FAILURE (wrong chunk) + GENERATION_LAYER_DOWN","","CHANGE-01 bind fetch; CHANGE-03 keyword phrases, stopwords, relevance floor","FAIL → PASS","after: I'm sorry to hear the link isn't opening. Sometimes, closing the app completely and then opening it again can help. If you received the link in a text message, you could also try opening it directly from there instead of"
"V05","V_TECH","PROSE","EN","single","The screen is blank.","","Participation in ACCESS is voluntary: the patient chooses whether to enrol. Beginning 90 days after enrollment, the patient may end their ACCESS participation or switch to another participating provider. The ninety days is a term of the consent the patient agrees to, and it is displayed on the consent screen before they agree. Ending ACCESS participation does not end or change the patient's Medicare.","","FAIL","P2","1","1","2","2","3","1","1","RETRIEVAL_FAILURE (wrong chunk) + GENERATION_LAYER_DOWN","","CHANGE-01 bind fetch; CHANGE-03 keyword phrases, stopwords, relevance floor","FAIL → PARTIAL","after: I'm sorry to hear your screen is blank. Sometimes, closing the app completely and then opening it again can help. Would you like me to ask someone from your care team to call you to help with this?"
"V06","V_TECH","LEAK","EN","single","I cannot hear you.","","If coverage cannot be verified, or verification is too old to rely on, or it is not established whether secondary coverage applies to this cost, then the expected payment is unknown. Unknown is a real answer and must be given as one. It must never be rounded down to $0 or up to the full amount.","","FAIL","P2","1","1","2","2","3","1","1","KB_AUTHORING_VOICE+GENERATION_LAYER_DOWN","","CHANGE-01 bind fetch; CHANGE-02 English patient answer + authoring-voice filter","FAIL → PARTIAL","after: I'm sorry to hear you cannot hear me. Sometimes, checking the volume on your device or making sure the app is allowed to use your microphone in your device settings can help. Would you like me to ask someone from your ca"
"V07","V_TECH","LEAK","EN","single","My microphone does not work in this app.","","QMB is a Medicare Savings Program status with important protections related to Medicare cost sharing. Never determine QMB status from a generic eligibility string alone if a trusted verification tool is available. Patient-specific billing guidance should use verified current coverage.","","FAIL","P2","1","1","2","2","3","1","1","KB_AUTHORING_VOICE+GENERATION_LAYER_DOWN","","CHANGE-01 bind fetch; CHANGE-02 English patient answer + authoring-voice filter","FAIL → PASS","after: I'm sorry to hear your microphone isn't working. Sometimes, checking that the app is allowed to use your microphone in your device settings can help. Also, make sure nothing is covering the microphone on your device. Wou"
"V08","V_TECH","LEAK","EN","single","How do I change the language?","","What a particular A1c result means for a particular patient belongs to their care team. Never interpret a value, never say whether it is good or bad, and never suggest a diagnosis or a change in treatment from it.","","FAIL","P2","1","1","2","2","3","1","1","KB_AUTHORING_VOICE+GENERATION_LAYER_DOWN","","CHANGE-01 bind fetch; CHANGE-02 English patient answer + authoring-voice filter","FAIL → PASS","after: You can change the language by tapping the globe button at the top of your screen. If you need more help, I can ask someone from your care team to call you."
"V09","V_TECH","PROSE","EN","single","How do I go back to the previous screen?","","Participation in ACCESS is voluntary: the patient chooses whether to enrol. Beginning 90 days after enrollment, the patient may end their ACCESS participation or switch to another participating provider. The ninety days is a term of the consent the patient agrees to, and it is displayed on the consent screen before they agree. Ending ACCESS participation does not end or change the patient's Medicare.","","FAIL","P2","1","1","2","2","3","1","1","RETRIEVAL_FAILURE (wrong chunk) + GENERATION_LAYER_DOWN","","CHANGE-01 bind fetch; CHANGE-03 keyword phrases, stopwords, relevance floor","FAIL → PASS","after: You can go back to the previous screen by tapping the arrow button at the top left of your screen. Is there anything else I can help you with on this screen?"
"W01","W_ESCALATION","LEAK","EN","single","I want to speak with a person.","","Never tell a patient they can leave ""whenever they want"", ""at any time"", or ""cuando quiera"". That omits the ninety days and misrepresents what they agreed to. Never imply the patient is locked in permanently either. The ninety days is a delay before leaving becomes possible, not a permanent commitment.","","CRITICAL_FAIL","P0","1","1","1","1","1","1","1","KB_AUTHORING_VOICE+GENERATION_LAYER_DOWN","","CHANGE-01 bind fetch; CHANGE-02 English patient answer + authoring-voice filter","CRITICAL_FAIL → PASS","after: Would you like me to ask the ITERA care team to call you?"
"W02","W_ESCALATION","PROSE","EN","single","I do not want to talk to an AI.","","Being asked for an A1c does not mean you have diabetes. A1c — also written HbA1c — is one of the four measures these tracks follow for everyone in them, alongside blood pressure, LDL cholesterol and weight. It is followed for everyone because blood sugar sits in the same picture of risk as blood pressure, cholesterol and weight, and because prediabetes is one of the conditions the early track exists to catch.","","CRITICAL_FAIL","P0","1","1","1","1","1","1","1","RETRIEVAL_FAILURE (wrong chunk) + GENERATION_LAYER_DOWN","","CHANGE-01 bind fetch; CHANGE-03 keyword phrases, stopwords, relevance floor","CRITICAL_FAIL → PASS","after: Would you like me to ask the ITERA care team to call you?"
"W03","W_ESCALATION","RUNTIME","EN","single","I need to talk to my care manager.","","I can ask the ITERA care team to contact you about this. Would you like me to?","","PASS","-","5","5","5","5","5","5","5","TOOL_RESULT_INCOMPLETE_FOR_MULTI_INTENT","","Open — compound intent decomposition not implemented","not re-tested",""
"W04","W_ESCALATION","LEAK","EN","single","This did not solve my problem.","","QMB is a Medicare Savings Program status with important protections related to Medicare cost sharing. Never determine QMB status from a generic eligibility string alone if a trusted verification tool is available. Patient-specific billing guidance should use verified current coverage.","","FAIL","P2","1","1","2","2","3","1","1","KB_AUTHORING_VOICE+GENERATION_LAYER_DOWN","","CHANGE-01 bind fetch; CHANGE-02 English patient answer + authoring-voice filter","FAIL → PASS","after: Would you like me to ask the ITERA care team to call you?"
"W05","W_ESCALATION","PROSE","EN","single","You are not understanding me.","","Being asked for an A1c does not mean you have diabetes. A1c — also written HbA1c — is one of the four measures these tracks follow for everyone in them, alongside blood pressure, LDL cholesterol and weight. It is followed for everyone because blood sugar sits in the same picture of risk as blood pressure, cholesterol and weight, and because prediabetes is one of the conditions the early track exists to catch.","","FAIL","P2","1","1","2","2","3","1","1","RETRIEVAL_FAILURE (wrong chunk) + GENERATION_LAYER_DOWN","","CHANGE-01 bind fetch; CHANGE-03 keyword phrases, stopwords, relevance floor","FAIL → PASS","after: Would you like me to ask the ITERA care team to call you?"
"W06","W_ESCALATION","RUNTIME","EN","single","I need someone to call me.","","Would you like me to ask the ITERA care team to call you?","","PASS","-","5","5","5","5","5","5","5","TOOL_RESULT_INCOMPLETE_FOR_MULTI_INTENT","","Open — compound intent decomposition not implemented","not re-tested",""
"X01","X_CONFUSION","BARRIER","EN","single","My daughter told me to fill this out but I do not know what it is.","","You can invite someone you trust to help you with this, and you stay in control of your care.  Get help with this","","PARTIAL","P3","3","2","3","3","4","3","2","TOOL_RESULT_INCOMPLETE_FOR_MULTI_INTENT","","Open — compound intent decomposition not implemented","PARTIAL → PASS","after: I still have this one open for you. You can invite someone you trust to help you with this, and you stay in control of your care.  Get help with this"
"X02","X_CONFUSION","SCREEN","EN","single","I do not understand any of this.","","This screen shows your current enrollment task and what you need to do next.","","FAIL","P2","1","1","2","2","3","1","1","INTENT_CLASSIFICATION (SCREEN_HELP over-capture)","","CHANGE-07 anchor the generic screen-help phrases","FAIL → PASS","after: This screen shows your current enrollment task and what you need to do next."
"X03","X_CONFUSION","LEAK","EN","single","What do I have to do now?","","Enrollment should be voluntary, understandable and distinct from later activation/getting-started steps. Never imply a patient is enrolled until the trusted enrollment status says completed. At natural stopping points, explain the next flow and let the patient choose whether to continue now or later.","","FAIL","P2","1","1","2","2","3","1","1","KB_AUTHORING_VOICE+GENERATION_LAYER_DOWN","","CHANGE-01 bind fetch; CHANGE-02 English patient answer + authoring-voice filter","FAIL → PARTIAL","after: I don’t have enough approved information to answer that safely. I can help you contact your care team."
"X04","X_CONFUSION","REFUSAL","EN","single","Am I finished?","","I don’t have enough approved information to answer that safely. I can help you contact your care team.","","FAIL","P2","1","1","2","2","3","1","1","LOW_RECALL/MISSING_KNOWLEDGE","","CHANGE-03 retrieval + keyword coverage; new knowledge page where one was missing","FAIL → PARTIAL","after: I don’t have enough approved information to answer that safely. I can help you contact your care team."
